Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Second Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,119.88,4,0.0,17.982
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,110.01599999999999,2,0.2,11.46
First Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,41.28,2,0.0,6.3296
Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,418.27200000000005,4,0.2,17.428
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones,5939.784000000001,9,0.2,148.4946
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,494.20799999999997,4,0.2,-39.1248
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,1410.906,7,0.3,-87.3418
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,143.952,2,0.2,5.998
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,7.505999999999999,3,0.7,-1.7514
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,266.256,3,0.2,11.094
First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,6.074999999999999,1,0.7,-1.35
First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Paper,212.94,7,0.0,34.7802
First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Binders,275.04,3,0.0,45.84
First Class,Corporate,United States,Mobile,Alabama,36608,South,Office Supplies,Binders,101.25,5,0.0,16.875
First Class,Corporate,United States,Mobile,Alabama,36608,South,Technology,Machines,9120.0,8,0.0,1459.2
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,273.6,3,0.0,41.952
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables,1358.82,3,0.0,67.941
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,156.60000000000002,9,0.0,23.49
Standard Class,Corporate,United States,Irving,Texas,75061,Central,Office Supplies,Labels,47.808,4,0.2,5.1792
Same Day,Consumer,United States,Middletown,Connecticut,6457,East,Furniture,Furnishings,82.38,2,0.0,9.8856
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,166.272,2,0.2,19.3984
Standard Class,Consumer,United States,Vineland,New Jersey,8360,East,Furniture,Tables,732.018,2,0.3,-31.3722
First Class,Corporate,United States,Pasadena,Texas,77506,Central,Technology,Accessories,479.952,2,0.2,43.9956
First Class,Corporate,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,3074.1479999999997,6,0.3,-29.2776
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,11.040000000000001,2,0.0,1.8032
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,364.12800000000004,4,0.2,-3.0344
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Technology,Accessories,287.928,3,0.2,-10.7973
Same Day,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Accessories,767.904,4,0.2,31.996
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,2618.82,3,0.0,226.9644
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,124.62,2,0.0,19.5238
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,38.88,2,0.0,6.2208
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,20.544,2,0.2,0.5992
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,26.009999999999998,3,0.0,4.0749
Same Day,Consumer,United States,Houston,Texas,77036,Central,Furniture,Furnishings,20.064,4,0.6,-4.0128
Standard Class,Home Office,United States,Niagara Falls,New York,14304,East,Office Supplies,Art,51.84,6,0.0,5.0112
Standard Class,Home Office,United States,Niagara Falls,New York,14304,East,Office Supplies,Binders,53.135999999999996,3,0.2,6.4206
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,86.73,7,0.0,13.2986
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Supplies,156.40800000000002,7,0.2,5.8653
First Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,95.904,4,0.2,2.3976
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,77.76,4,0.0,12.4416
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,121.38,7,0.0,19.8254
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,101.60999999999999,3,0.0,8.8062
Second Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Art,29.183999999999997,2,0.2,1.7024
Second Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Paper,10.272,1,0.2,1.07
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,531.0,3,0.0,30.09
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,11.28,2,0.0,1.316
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,3638.544,7,0.2,106.1242
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,269.90999999999997,3,0.0,37.7874
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,Furnishings,127.80000000000001,3,0.0,16.614
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,15.120000000000001,2,0.2,1.764
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,188.88,4,0.0,28.332
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,17.64,1,0.0,2.8812
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,2931.876,6,0.1,173.7408
Standard Class,Corporate,United States,Vancouver,Washington,98661,West,Furniture,Furnishings,28.92,2,0.0,3.6632
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,120.14999999999999,3,0.0,11.214
Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Art,30.576,7,0.2,3.185
Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Storage,50.352,1,0.2,-0.2098
Standard Class,Consumer,United States,Coppell,Texas,75019,Central,Office Supplies,Art,39.36,5,0.2,3.772
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,54.480000000000004,5,0.2,6.583
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,48.168000000000006,3,0.2,5.8203
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,669.168,9,0.2,69.705
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,1620.144,3,0.2,-47.2542
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,100.56,2,0.2,3.352
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,29.82,2,0.0,3.0814
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,20.16,4,0.0,3.36
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Tables,3014.928,6,0.2,-175.8708
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,53.64,3,0.2,5.5875
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Machines,1188.0,4,0.0,190.08
Same Day,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,103.5,3,0.0,15.525
First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,25.08,2,0.0,3.0096
Standard Class,Corporate,United States,Pomona,California,91767,West,Office Supplies,Art,1156.8000000000002,8,0.0,111.824
Standard Class,Corporate,United States,Pomona,California,91767,West,Office Supplies,Art,107.46000000000001,9,0.0,11.8206
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,600.192,3,0.2,12.504
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,64.14,5,0.8,-33.139
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,20.232,4,0.8,-11.4648
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,191.058,1,0.3,-9.098
Second Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Tables,5008.799999999999,4,0.0,116.872
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,251.52,2,0.2,27.248
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,39.816,3,0.2,4.3134
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,64.008,7,0.2,7.7343
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,49.56,5,0.2,2.065
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,618.336,6,0.2,48.9516
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,59.760000000000005,5,0.2,6.723
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,594.816,8,0.2,61.96
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Storage,741.312,6,0.2,-58.6872
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,258.91200000000003,6,0.2,9.7092
Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Art,12.48,2,0.2,0.364
Standard Class,Consumer,United States,Allentown,Pennsylvania,18103,East,Furniture,Furnishings,34.944,2,0.2,3.3488
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Fasteners,78.53999999999999,7,0.0,0.5236
Second Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,21.9,2,0.0,3.431
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper,223.056,3,0.2,23.235
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Storage,32.232,1,0.2,0.8058
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,25.128,3,0.2,2.7222
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,638.64,6,0.0,0.0
Standard Class,Home Office,United States,Laguna Niguel,California,92677,West,Furniture,Bookcases,611.9490000000001,2,0.15,16.7986
Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Storage,122.22,3,0.0,0.4074
Standard Class,Corporate,United States,Bridgeton,New Jersey,8302,East,Office Supplies,Appliances,35.01,3,0.0,3.0342
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Phones,119.97,1,0.0,11.5971
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,48.84,2,0.0,6.512
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,2348.82,3,0.0,203.5644
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Binders,727.4399999999999,7,0.0,116.3904
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,24.96,5,0.2,2.288
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,31.392000000000003,6,0.2,1.7004
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,248.688,3,0.2,29.0136
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Paper,102.72,4,0.0,16.0928
Second Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Bookcases,4720.464,7,0.2,196.686
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,1006.56,4,0.2,117.432
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,71.73599999999999,2,0.8,-40.6504
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,81.168,2,0.2,2.3674
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,1679.9759999999999,1,0.2,174.9975
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,27.972,6,0.8,-24.7086
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,335.88,2,0.0,54.8604
First Class,Home Office,United States,Appleton,Wisconsin,54915,Central,Office Supplies,Labels,64.67999999999999,7,0.0,10.3488
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,374.25,5,0.0,57.385
Standard Class,Corporate,United States,Bellevue,Washington,98006,West,Office Supplies,Art,15.84,3,0.0,1.5312
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Accessories,275.88,4,0.0,39.5428
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,28.031999999999996,1,0.2,3.504
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,238.07999999999998,5,0.2,9.92
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,515.88,2,0.0,44.7096
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,106.05599999999998,9,0.2,12.8151
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,56.699999999999996,6,0.0,9.072
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,8.34,1,0.0,0.7228
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,3133.8900000000003,5,0.4,-295.9785
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,34.056,3,0.2,4.1151
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,1064.6999999999998,5,0.0,17.745
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,1360.728,3,0.2,39.6879
First Class,Consumer,United States,Allen,Texas,75002,Central,Technology,Accessories,64.44,3,0.2,-0.2685
First Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Binders,26.352000000000004,4,0.8,-13.6152
Same Day,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,368.90999999999997,3,0.0,60.2553
Standard Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,38.519999999999996,3,0.0,3.7236
First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,1811.7599999999998,5,0.2,-67.941
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,65.52,3,0.0,10.4832
First Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,89.97,1,0.0,6.2979
First Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,1144.32,2,0.2,23.84
First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,122.03999999999999,3,0.2,-9.153
